"project_name","scope","credits_issued"
"Feedworks Agolin® Enteric Methane Abatement in Ruminants, Australia & New Zealand","Supply Chain",NA
"TIST Program in Tanzania, VCS-CCB-011","Reforestation",NA
"Uganda Native Reforestation and Agroforestry Project","Reforestation",NA
"Agroforestry Project of Cameroon","Reforestation",NA
"Forest Landscape Restoration in Panama","Reforestation",NA
"Rootella Carbon","Supply Chain",NA
"Tatuy REDD+ Project","Reforestation",NA
"WASTEWATER TO BIOGAS GROUPED PROJECT","Supply Chain",NA
"OYU - Reforesting Uganda for a better tomorrow","Reforestation",NA
"NATURAL FOREST REGENERATION FOR ENHANCED CARBON STOCKS IN THE ALBERTINE RIFT (FRECAR)","Reforestation",NA
"44 MW Bundled Wind Power Project in Maharashtra managed by Enercon India Limited.","Renewables","946626"
"Regenerative Development of Anlo Wetlands Project","Reforestation",NA
"Smallholder Reforestation in Malawi","Reforestation",NA
"Trees For Livelihoods: Agroforestry In Sonbhadra, Uttar Pradesh, India","Reforestation",NA
"Landscape-based approach towards the revitalization of degraded agro-ecology for livelihood generation of marginalized communities","Reforestation",NA
"MÜSESI project for active restoration in areas of the Sierra Nevada Santa Marta, Colombia","Reforestation",NA
"Ishinomaki Improved Forest Management Project","Reforestation",NA
"Brazil Precision Agriculture Carbon Program","Supply Chain",NA
"Fortaleza Ituxi III ALM","Supply Chain",NA
"OYU - Reforesting Kenya for a better tomorrow","Reforestation",NA
"Sustainable Wood by NFB","Reforestation",NA
"Liaoning Huanren Niumaodashan Wind Power Project","Renewables","284016"
"Enercon Wind Farms (Hindustan) Pvt Ltd in Rajasthan","Renewables","275600"
"OYU - Tenera Plantations by BIDCO","Reforestation",NA
"SF6 Alternate Cover Gas Conversion Project for AMACOR Magnesium Recycling Facility","Supply Chain",NA
"REDD Pantanal","Reforestation",NA
"Bionersis landfill project in Pasto, Colombia","Supply Chain",NA
"AAC block project by Bigbloc building elements private limited","Supply Chain",NA
"ARBRE","Reforestation",NA
"Project to Restore Degraded Lands by Planting Forest and Fruit Trees in Northern Cameroon","Reforestation",NA
"Rocio Bioenergy Plant for Manure Management – AMBICOOP","Supply Chain",NA
"Mafisa Livestock Grazing Carbon Project","Reforestation",NA
"Guangxi Laibin Organic Wastewater Biogas Power Generation Comprehensive Utilization Project","Supply Chain",NA
"Solar Power Project by Dalmia Cement in Assam","Renewables",NA
"Carbon Smart Cropping and Pasture Systems Australia","Supply Chain",NA
"Peruvian Amazon Conservation Project","Reforestation",NA
"3.75 MW Wind Project Activity by M/s Muthoot Finance Ltd in the state of Tamilnadu, India.","Renewables",NA
"Shanxi Xiadian CMM Power Generation Project","Supply Chain",NA
"Gaotang Municipal Solid Waste Incineration For Power Generation Project","Supply Chain",NA
"Longido and Monduli Rangelands Carbon Project","Reforestation",NA
"Sicredi Methane Avoidance in Animal Effluents Umbrella Program","Supply Chain",NA
"Shunping MSW Incineration and Power Generation PPP Project","Supply Chain",NA
"SORTING AND RECYCLING COMPANY FOR ENVIRONMENTAL SERVICES (EADA)","Supply Chain",NA
"5 MW Brahm Ganga Hydro – Electric Project at Kullu district of Himachal Pradesh, India","Renewables","191068"
"DICLE DIYARBAKIR LFG PROJECT","Supply Chain",NA
"Nam Ngiep 2A Hydropower project","Renewables",NA
"TAFILALET AGROFORESTRY SYSTEM  MOROCCO","Reforestation",NA
"Chiping Municipal Solid Waste Incineration For Power Generation Project","Supply Chain",NA
"Zhangjiagang Nature Gas Power Generation Project","Supply Chain","2707872"
"Taiping Township Waste Resource Utilization Project","Supply Chain",NA
"Ghana Wli Agorviefe Afforestation Project","Reforestation",NA
"DIT AgTech grouped project: reduction of enteric methane emissions from livestock production systems via the uDOSE water medication technology.","Supply Chain",NA
"Positive Climate Care 8.75 MW bundled Wind Power Project Activity in the state of Maharashtra, India.","Renewables","39351"
"Berglandmilch Cooperative Grouped Project: Reduction of methane emissions in the Austrian Dairy Sector","Supply Chain",NA
"CTDR Paracambi Landfill Gas","Supply Chain",NA
"TAPERA AMAZONAS REDD+","Reforestation",NA
"Grouped Improved Agricultural Land Management Project in Jilin Province","Supply Chain",NA
"Positive Climate Care 6.25 MW Bundled Wind Power Project Activity in the state of Tamilnadu, India.","Renewables","31022"
"Brazilian ALM Carbon Program in different crop use and pasture integrated system","Supply Chain",NA
"Liuzhou MSW Incineration Project","Supply Chain",NA
"Yambone REDD+ Project","Reforestation",NA
"PLUM Peat and Mangrove Conservation and Restoration Project (PLUM Project)","Reforestation",NA
"Nkuba REDD+ Project","Reforestation",NA
"18.86 MW Bundled Wind Power Project, India","Renewables","202928"
"Brascarbon Methane Recovery Project BCA-BRA-20","Supply Chain",NA
"Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-001 - CER Conversion","Supply Chain","9200"
"Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-002 - CER Conversion","Supply Chain","11485"
"Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-003 - CER Conversion","Supply Chain","8346"
"Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-004 - CER Conversion","Supply Chain","4206"
"Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-005 - CER Conversion","Supply Chain","3583"
"Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-009 - CER Conversion","Supply Chain","331"
"Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-006 - CER Conversion","Supply Chain","3656"
"Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-007 - CER Conversion","Supply Chain","2373"
"Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-008 - CER Conversions","Supply Chain","373"
"Grid-connected wind electricity generation project in Tamil Nadu, India","Renewables","29626"
"IMPROVED COOK STOVE PROJECT IN THE TEA ESTATES OF AMALGAMATED PLANTATIONS PVT LTD., ASSAM AND NORTH BENGAL, INDIA","Supply Chain",NA
"RBML (Reliance BP Mobility Limited) EV Charging Infrastructure Project","Supply Chain",NA
"CORE CARBON SOLAR POWER PROJECT","Renewables",NA
"CLEAN BIO-ENERGY INITIATIVE IN  MADHYA PRADESH AND MAHARASHTRA","Supply Chain",NA
"OYU - Greening India Mission (GIM)","Reforestation",NA
"Captive solar photovoltaic power project in India by Shree Cement Limited","Renewables",NA
"COMACO South Landscape Management Project","Reforestation",NA
"Afforestation Project in the Tea Estates of Amalgamated Plantations Pvt Ltd., Assam and North Bengal, India","Reforestation",NA
"Positive Climate Care 4.67 MW Bundled Grid connected Wind Power Project Activity in Jaisalmer, Rajasthan, India","Renewables","52916"
"Yangjiang MSW incineration and power generation","Supply Chain",NA
"Águas da Mata Atlântica","Reforestation",NA
"Entooma Sidai: A Maasai Mara Rangeland Restoration and Conservation Project","Reforestation",NA
"AVOIDANCE OF METHANE EMISSION THROUGH VERMICOMPOST GENERATION IN THE TEA ESTATES OF AMALGAMATED PLANTATIONS PVT LTD (APPL), ASSAM AND NORTH BENGAL, INDIA","Supply Chain",NA
"OYU - Clean Cooking in Uganda","Supply Chain",NA
"Greater Lebanon Refuse Authority Landfill Gas Collection and Combustion Project","Supply Chain","302561"
"Willow Creek Dairy Farm Project","Supply Chain","100340"
"Positive Climate Care 3.55 MW bundled Grid connected Wind Power Project Activity in Jaisalmer, Rajasthan, India","Renewables","39385"
"Butuo County Grassland Sustainable Management Project","Reforestation",NA
"Growing Forest Carbon Project","Reforestation",NA
"Taurus Energy Efficiency Consortium","Supply Chain",NA
"NGON Texas Beneficial Use of Waste Flare Gas Energy","Supply Chain",NA
"Agroforestry in Brazilian Biomes","Reforestation",NA
"Initiative 1415 - CO2/BCA","Reforestation",NA
"Positive Climate Care 8.70 MW bundled Wind Power Project Activity in the state of Maharashtra, India","Renewables","39427"
"M/s. TATA COFFEE LIMITED (TCL) TREE PLANTATION CARBON PROJECT IN WESTERN GHATS","Reforestation",NA
"Shanxi Xiyang CMM Power Generation Project","Supply Chain",NA
"Heilongjiang Datong Improved Agricultural Land Management Project","Supply Chain",NA
"Hengyang New Hope Swine Farm AWMS GHG Mitigation project","Supply Chain",NA
"Longhai New Hope manure management project","Supply Chain",NA
"Liquan New Hope Manure Management Project","Supply Chain",NA
"Zhejiang Hengxin PET Recycling Project","Supply Chain",NA
"IMPROVED CROPLAND MANAGEMENT PROJECT IN TANGHE","Supply Chain",NA
"Utilization of agro-residue biomass in a co-generation system","Renewables","171994"
"Reduction of Enteric Methane Emissions using Feed Additives on Dairy Farms in the Netherlands","Supply Chain",NA
"Small Scale Solar Grouped Project in South Africa","Renewables",NA
"Guaranatuba REDD+ AUDD Grouped Project","Reforestation",NA
"Guizhou Mayixi Yijing CMM Power Generation Project","Supply Chain",NA
"SPEKBOOM RESTORATION PROJECT BEKA EMVA IGWANISHE - ISIXHOSA","Reforestation",NA
"Cornerstone Technologies EV Charging Infrastructure Project","Supply Chain",NA
"Credo Renewables Improved Cookstove Project in Pakistan","Supply Chain",NA
"Henan Zhengzhou Grid Connected Natural Gas Combined Cycle Power Plant","Supply Chain","344683"
"SEA FOREST ENTERIC METHANE REDUCTION IN AUSTRALIA","Supply Chain",NA
"Farm Forestry Initiatives for Promotion of Community Livelihoods and Climate Resilience in Odisha, India","Reforestation",NA
"Kupu-Kupu Project - Enhancing Livelihoods through Mangrove Restoration and Silvofishery in South Sulawesi","Reforestation",NA
"90MW FLOATING SOLAR PV POWER PROJECT IN OMKARESHWAR","Renewables",NA
"Silk Grass Biochar Project","Supply Chain",NA
"Afforestation Project in Nantou, Taiwan","Reforestation",NA
"Viet Nam Improved Cookstove Project by KCM – Improved Cookstove Project in Hoa Binh Province – CPA 001 - CER Conversion","Supply Chain","12507"
"Nigeria Community-based Forestry Project","Reforestation",NA
"Hainan Danzhou Eman Wind Power Project","Renewables","431943"
"East Africa Soil and Biodiversity improvement project","Supply Chain",NA
"BRAZILIAN REGENERATIVE AGRICULTURE FOR CERRADO'S CARBON CREDIT (BRA-3C)","Supply Chain",NA
"ARAGUAIA REDD+ BOCALON PROJECT","Reforestation",NA
"Yangquan Guzhuang 8MW CMM Power Generation Project","Supply Chain",NA
"EARTH MAA LLC- BAMBOO, CASHEWNUT AND MANGO PLANTATIONS FOR FARMERS ECONOMIC UPGRADE","Reforestation",NA
"Heilongjiang Zhaoyuan Improved Agricultural Land Management Project","Supply Chain",NA
"Liaoning Faku Heping Wind Power Project","Renewables","199923"
"Tech-Bank Swine Manure Composting Project in Jiangsu Province","Supply Chain",NA
"EASY BREATHE INDIA SMART COOKSTOVE PROGRAM","Supply Chain",NA
"ETHIOPIA AGROFORESTRY PROJECT ON SMALL-SCALE COFFEE PARCELS","Reforestation",NA
"Açaí REDD+ Project","Reforestation",NA
"15MW FLOATING SOLAR PV PROJECT IN HIMACHAL PRADESH","Renewables",NA
"Xinghua Improved Agriculture Land Management Project","Supply Chain",NA
"Sakahk Papakititamo (Forest Breathes)","Reforestation",NA
"ARC Restaura Azuero","Reforestation",NA
"DARICA-1 99 MW Hydro Power Plant Project, Turkey","Renewables","1698401"
"Ganaderia y Bosques (GANBOS): Combining reforestation and rotational cattle grazing practices to restore degraded pastures in the provinces of Guanacaste, San Jose and Puntarenas in Costa Rica","Reforestation",NA
"Delta Blue Carbon 2","Reforestation",NA
"Water Purification System for Safe Drinking Water  (SDW) in Cambodia","Supply Chain",NA
"Aeco Peatland Restoration Latvia #1","Reforestation",NA
"ARR REWILDING HUB IN GRAN CHACO ARGENTINA","Reforestation",NA
"Liaoning Faku Baijiagou Wind Power Project","Renewables","117412"
"Mangrove afforestation and reforestation project in Cambodia","Reforestation",NA
"Liza Protect Forest","Reforestation",NA
"SEIKOPAI REDD+","Reforestation",NA
"CTR Metropolitana Landfill Gas","Supply Chain",NA
"Natural Gas based Combined Cycle Power Project at Valantharavai Village, Ramanathapuram District, Tamil Nadu by Penna Electricity Limited [Formerly Arkay Energy Limited]","Supply Chain",NA
"Safe Water Supply in Zambia","Supply Chain",NA
"Gannan Improved Grassland Management Project","Reforestation",NA
"Tond Tenga","Reforestation",NA
"A-Gas South Africa 1","Supply Chain",NA
"6.65 MW wind energy generation by GTN Enterprises Ltd","Renewables","36225"
"Mount Kei Reforestation Project","Reforestation",NA
"Therm- Reducing Food Loss and Waste","Supply Chain",NA
"Zhiduo Sustainable Grassland Management Project","Reforestation",NA
"Pingnan MSW Incineration and Power Generation","Supply Chain",NA
"Energy Efficient Cookstove Project by Maniurja Climate Conserva","Supply Chain",NA
"Livelihood improvement by Shashwat agroforestry plantation through carbon Finance in Maharashtra","Reforestation",NA
"Yunnan Zhenxiong Zhujiawan CMM Power Generation Project","Supply Chain",NA
"Grouped Solar Power Plant Project of Bestway Cement Ltd.","Renewables",NA
"29.70 MW Wind Power project in Karnataka India","Renewables","553437"
"4 MW Kirloskar Wind Farms in Maharashtra","Renewables","78816"
"Guigang biomass wastes through use as feed stock in paper pulp production project","Supply Chain",NA
"FX Group Biomass to Energy Project","Renewables",NA
"Clean & Sustainable Household Biogas Program for farmers in India by Amul","Supply Chain",NA
"TERAKA MADAGASCAR: SMALLHOLDER TREE PLANTING PROGRAM","Reforestation",NA
"Bamboo King Vina Biochar Project","Supply Chain",NA
"Improved cropland management project in Aktaw and Shufu","Supply Chain",NA
"Zhang Jiagang waste heat recovery from sulphuric acid production for electricity generation project","Supply Chain","729295"
"Wuhu Improved Agricultural Land Management Project","Supply Chain",NA
"OYU - Powering Kenyan SMEs with Clean Energy","Renewables",NA
"Grouped Projects for Safe Water Program in Uganda","Supply Chain",NA
"Grouped Projects for Safe Water Program in Malawi","Supply Chain",NA
"Agroforestry Corridors for Multi Cropping Systems in Brazil","Reforestation",NA
"Farm Resilience and Regeneration in France","Supply Chain",NA
"Energy efficient glass melting process at an opal glass manufacturing plant in Uttarakhand, India","Supply Chain",NA
"Global Safe Drinking Water for Schools in Cambodia","Supply Chain",NA
"Global Safe Drinking Water for Schools in Lao","Supply Chain",NA
"Global Safe Drinking Water for Schools in Viet Nam","Supply Chain",NA
"GKF AGROFORESTRY PROJECT IN TELANGANA","Reforestation",NA
"Waste Heat Recovery Based Power Generation Project of Bestway Cement Limited at Pakistan","Supply Chain",NA
"Enhancing Agricultural Sustainability through Carbon Credits: Mzuri Improved Agricultural Management","Supply Chain",NA
"Masaka - Locally made cookstoves in Madagascar","Supply Chain",NA
"Regeneration of the Kunene Highlands Elephant Landscape, Namibia","Reforestation",NA
"Montana Sustainable Grazing Project","Reforestation",NA
"Salto Pilão Hydropower Plant Project Activity","Renewables","2964675"
"Nature Generator 2 Coahuila Sustainable Grazing Project","Reforestation",NA
"Appalachian Valley IFM Project","Reforestation",NA
"Omnia Solar PV Group Project","Renewables",NA
"Guizhou Bijie Yuxing CMM Power Generation Project","Supply Chain",NA
"Fujian Nan'an Shengda Aluminium Recycling Project","Supply Chain",NA
"Wuhan Jiangxia Changshankou LFG Power Project Phase II","Supply Chain",NA
"GVbio: methane recovery and renewable energy generation","Supply Chain",NA
"Promoting Sustainable Development through Natural Rubber Tree Plantations in Guatemala","Reforestation","300912"
"Safe Drinking Water Programme in Punjab, Pakistan","Supply Chain",NA
"KUZA MITI AGROFORESTRY CARBON PROJECT IN KENYA","Reforestation",NA
"KARAGANDA LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT","Supply Chain",NA
"SHANDONG DEZHOU IMPROVED AGRICULTURAL LAND MANAGEMENT PROJECT","Supply Chain",NA
"Huangtupo CMM Power Generation Project","Supply Chain",NA
"Bundled wind power generation project by KMSPL, India","Renewables",NA
"CONSTRUCTION OF END-OF-LIFE LI-ION BATTERIES AND SPENT AUTOCATALYSTS RECYCLING FACILITY","Supply Chain",NA
"Reforestation carbon project in the pinatubo mountain region","Reforestation",NA
"VCS project of Leifeng water purification plant sewage treatment system","Supply Chain",NA
"Kafue Zambezi Community Forest Project","Reforestation",NA
"LAND MANAGEMENT BY ORGANIC FARMING PRACTICES IN INDIA","Supply Chain",NA
"Diebu Improved Grassland Management Project","Reforestation",NA
"5 MW Debal Grid-connected Hydroelectric Project in Uttaranchal, India","Renewables","31194"
"Fagnako: Agroforestry project in Madagascar","Reforestation",NA
"Grouped Project ARR Serra Viva","Reforestation",NA
"Arbonics Afforestation Project Two","Reforestation",NA
"Haiweidun electric vehicle in passenger transportation project","Supply Chain",NA
"Sembrando Futuro 2.0","Reforestation",NA
"Shandong Changdao Wind Farm Project","Renewables","17352"
"Sustainable Silvopastoral Producers of the Argentine Pampas","Reforestation",NA
